Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;ID0005__Beschaeftigte__2015=100;CH0005__Beschaeftigte__Veränderung_zum_Vorjahr_(%);ID0006__Vollzeitbeschaeftigte__2015=100;CH0006__Vollzeitbeschaeftigte__Veränderung_zum_Vorjahr_(%);ID0007__Teilzeitbeschaeftigte__2015=100;CH0007__Teilzeitbeschaeftigte__Veränderung_zum_Vorjahr_(%)
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT03;März;WZ08K9;WZ2008: Kfz-Handel;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;103,6;.;103,7;.;103,5;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT03;März;WZ08K9;WZ2008: Kfz-Handel;WZ08-451;Handel mit Kraftwagen;104,2;.;104,5;.;103,2;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT03;März;WZ08K9;WZ2008: Kfz-Handel;WZ08-452;Instandhaltung und Reparatur von Kraftwagen;102,2;.;102,2;.;102,4;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT03;März;WZ08K9;WZ2008: Kfz-Handel;WZ08-453;Handel m. Kraftwagenteilen und -zubehör;104,4;.;103,8;.;106,2;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT03;März;WZ08K9;WZ2008: Kfz-Handel;WZ08-454;H. m.Krädern, Teilen u. Zubeh., Instandh. u. Rep.;106,4;.;106,9;.;105,5;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT03;März;WZ08K9;WZ2008: Kfz-Handel;WZ08-451-01;Handel mit Kraftwagen (ohne Reparatur von Kfz und ohne Tankstellen);104,3;.;104,4;.;104,2;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT03;März;WZ08K9;WZ2008: Kfz-Handel;WZ08-4511-01;Einzelhandel mit Kraftwagen unter 3,5t, Kraftwagenteilen und -zubehör;104,0;.;104,1;.;103,9;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT04;April;WZ08K9;WZ2008: Kfz-Handel;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;103,6;.;103,5;.;103,9;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT04;April;WZ08K9;WZ2008: Kfz-Handel;WZ08-451;Handel mit Kraftwagen;104,3;.;104,4;.;103,9;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT04;April;WZ08K9;WZ2008: Kfz-Handel;WZ08-452;Instandhaltung und Reparatur von Kraftwagen;101,8;.;101,5;.;102,5;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT04;April;WZ08K9;WZ2008: Kfz-Handel;WZ08-453;Handel m. Kraftwagenteilen und -zubehör;104,8;.;104,2;.;107,0;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT04;April;WZ08K9;WZ2008: Kfz-Handel;WZ08-454;H. m.Krädern, Teilen u. Zubeh., Instandh. u. Rep.;106,9;.;107,6;.;105,3;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT04;April;WZ08K9;WZ2008: Kfz-Handel;WZ08-451-01;Handel mit Kraftwagen (ohne Reparatur von Kfz und ohne Tankstellen);104,5;.;104,4;.;104,9;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT04;April;WZ08K9;WZ2008: Kfz-Handel;WZ08-4511-01;Einzelhandel mit Kraftwagen unter 3,5t, Kraftwagenteilen und -zubehör;104,3;.;104,1;.;104,8;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT05;Mai;WZ08K9;WZ2008: Kfz-Handel;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;103,6;.;103,4;.;104,4;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT05;Mai;WZ08K9;WZ2008: Kfz-Handel;WZ08-451;Handel mit Kraftwagen;104,3;.;104,2;.;104,4;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT05;Mai;WZ08K9;WZ2008: Kfz-Handel;WZ08-452;Instandhaltung und Reparatur von Kraftwagen;101,9;.;101,4;.;103,2;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT05;Mai;WZ08K9;WZ2008: Kfz-Handel;WZ08-453;Handel m. Kraftwagenteilen und -zubehör;104,7;.;104,0;.;107,0;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT05;Mai;WZ08K9;WZ2008: Kfz-Handel;WZ08-454;H. m.Krädern, Teilen u. Zubeh., Instandh. u. Rep.;107,2;.;108,0;.;105,3;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT05;Mai;WZ08K9;WZ2008: Kfz-Handel;WZ08-451-01;Handel mit Kraftwagen (ohne Reparatur von Kfz und ohne Tankstellen);104,5;.;104,3;.;105,2;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT05;Mai;WZ08K9;WZ2008: Kfz-Handel;WZ08-4511-01;Einzelhandel mit Kraftwagen unter 3,5t, Kraftwagenteilen und -zubehör;104,2;.;104,0;.;105,0;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT06;Juni;WZ08K9;WZ2008: Kfz-Handel;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;103,7;.;103,2;.;105,3;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT06;Juni;WZ08K9;WZ2008: Kfz-Handel;WZ08-451;Handel mit Kraftwagen;104,5;.;104,1;.;105,9;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT06;Juni;WZ08K9;WZ2008: Kfz-Handel;WZ08-452;Instandhaltung und Reparatur von Kraftwagen;101,9;.;101,1;.;103,9;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT06;Juni;WZ08K9;WZ2008: Kfz-Handel;WZ08-453;Handel m. Kraftwagenteilen und -zubehör;104,4;.;103,6;.;107,1;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT06;Juni;WZ08K9;WZ2008: Kfz-Handel;WZ08-454;H. m.Krädern, Teilen u. Zubeh., Instandh. u. Rep.;107,6;.;108,2;.;106,4;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT06;Juni;WZ08K9;WZ2008: Kfz-Handel;WZ08-451-01;Handel mit Kraftwagen (ohne Reparatur von Kfz und ohne Tankstellen);104,5;.;104,1;.;106,3;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT06;Juni;WZ08K9;WZ2008: Kfz-Handel;WZ08-4511-01;Einzelhandel mit Kraftwagen unter 3,5t, Kraftwagenteilen und -zubehör;104,3;.;103,7;.;106,3;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT07;Juli;WZ08K9;WZ2008: Kfz-Handel;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;103,5;.;102,9;.;105,5;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT07;Juli;WZ08K9;WZ2008: Kfz-Handel;WZ08-451;Handel mit Kraftwagen;104,5;.;104,1;.;106,0;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT07;Juli;WZ08K9;WZ2008: Kfz-Handel;WZ08-452;Instandhaltung und Reparatur von Kraftwagen;101,5;.;100,4;.;104,1;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT07;Juli;WZ08K9;WZ2008: Kfz-Handel;WZ08-453;Handel m. Kraftwagenteilen und -zubehör;104,3;.;103,5;.;107,1;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT07;Juli;WZ08K9;WZ2008: Kfz-Handel;WZ08-454;H. m.Krädern, Teilen u. Zubeh., Instandh. u. Rep.;108,1;.;107,8;.;108,7;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT07;Juli;WZ08K9;WZ2008: Kfz-Handel;WZ08-451-01;Handel mit Kraftwagen (ohne Reparatur von Kfz und ohne Tankstellen);104,5;.;104,0;.;106,5;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT07;Juli;WZ08K9;WZ2008: Kfz-Handel;WZ08-4511-01;Einzelhandel mit Kraftwagen unter 3,5t, Kraftwagenteilen und -zubehör;104,2;.;103,6;.;106,3;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT08;August;WZ08K9;WZ2008: Kfz-Handel;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;106,0;.;106,3;.;105,0;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT08;August;WZ08K9;WZ2008: Kfz-Handel;WZ08-451;Handel mit Kraftwagen;107,4;.;107,8;.;106,0;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT08;August;WZ08K9;WZ2008: Kfz-Handel;WZ08-452;Instandhaltung und Reparatur von Kraftwagen;103,9;.;104,3;.;102,9;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT08;August;WZ08K9;WZ2008: Kfz-Handel;WZ08-453;Handel m. Kraftwagenteilen und -zubehör;105,5;.;105,1;.;106,9;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT08;August;WZ08K9;WZ2008: Kfz-Handel;WZ08-454;H. m.Krädern, Teilen u. Zubeh., Instandh. u. Rep.;109,6;.;110,1;.;108,5;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT08;August;WZ08K9;WZ2008: Kfz-Handel;WZ08-451-01;Handel mit Kraftwagen (ohne Reparatur von Kfz und ohne Tankstellen);107,0;.;107,2;.;106,4;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT08;August;WZ08K9;WZ2008: Kfz-Handel;WZ08-4511-01;Einzelhandel mit Kraftwagen unter 3,5t, Kraftwagenteilen und -zubehör;106,9;.;107,1;.;106,0;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT09;September;WZ08K9;WZ2008: Kfz-Handel;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;106,3;.;106,7;.;104,9;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT09;September;WZ08K9;WZ2008: Kfz-Handel;WZ08-451;Handel mit Kraftwagen;107,6;.;107,9;.;106,1;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT09;September;WZ08K9;WZ2008: Kfz-Handel;WZ08-452;Instandhaltung und Reparatur von Kraftwagen;104,2;.;104,8;.;103,0;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT09;September;WZ08K9;WZ2008: Kfz-Handel;WZ08-453;Handel m. Kraftwagenteilen und -zubehör;106,3;.;106,2;.;106,6;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT09;September;WZ08K9;WZ2008: Kfz-Handel;WZ08-454;H. m.Krädern, Teilen u. Zubeh., Instandh. u. Rep.;108,7;.;109,8;.;106,4;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT09;September;WZ08K9;WZ2008: Kfz-Handel;WZ08-451-01;Handel mit Kraftwagen (ohne Reparatur von Kfz und ohne Tankstellen);107,3;.;107,5;.;106,3;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT09;September;WZ08K9;WZ2008: Kfz-Handel;WZ08-4511-01;Einzelhandel mit Kraftwagen unter 3,5t, Kraftwagenteilen und -zubehör;107,1;.;107,3;.;106,1;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT10;Oktober;WZ08K9;WZ2008: Kfz-Handel;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;106,2;.;106,6;.;104,8;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT10;Oktober;WZ08K9;WZ2008: Kfz-Handel;WZ08-451;Handel mit Kraftwagen;107,3;.;107,6;.;105,7;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT10;Oktober;WZ08K9;WZ2008: Kfz-Handel;WZ08-452;Instandhaltung und Reparatur von Kraftwagen;104,2;.;104,8;.;102,9;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT10;Oktober;WZ08K9;WZ2008: Kfz-Handel;WZ08-453;Handel m. Kraftwagenteilen und -zubehör;106,9;.;106,8;.;107,4;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT10;Oktober;WZ08K9;WZ2008: Kfz-Handel;WZ08-454;H. m.Krädern, Teilen u. Zubeh., Instandh. u. Rep.;107,2;.;108,4;.;104,4;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT10;Oktober;WZ08K9;WZ2008: Kfz-Handel;WZ08-451-01;Handel mit Kraftwagen (ohne Reparatur von Kfz und ohne Tankstellen);107,2;.;107,5;.;106,2;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT10;Oktober;WZ08K9;WZ2008: Kfz-Handel;WZ08-4511-01;Einzelhandel mit Kraftwagen unter 3,5t, Kraftwagenteilen und -zubehör;107,0;.;107,3;.;106,0;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT11;November;WZ08K9;WZ2008: Kfz-Handel;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;106,2;.;106,6;.;105,1;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT11;November;WZ08K9;WZ2008: Kfz-Handel;WZ08-451;Handel mit Kraftwagen;107,4;.;107,7;.;106,2;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT11;November;WZ08K9;WZ2008: Kfz-Handel;WZ08-452;Instandhaltung und Reparatur von Kraftwagen;104,1;.;104,5;.;103,1;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT11;November;WZ08K9;WZ2008: Kfz-Handel;WZ08-453;Handel m. Kraftwagenteilen und -zubehör;107,1;.;107,1;.;107,5;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT11;November;WZ08K9;WZ2008: Kfz-Handel;WZ08-454;H. m.Krädern, Teilen u. Zubeh., Instandh. u. Rep.;106,0;.;107,1;.;103,6;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT11;November;WZ08K9;WZ2008: Kfz-Handel;WZ08-451-01;Handel mit Kraftwagen (ohne Reparatur von Kfz und ohne Tankstellen);107,3;.;107,5;.;106,5;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT11;November;WZ08K9;WZ2008: Kfz-Handel;WZ08-4511-01;Einzelhandel mit Kraftwagen unter 3,5t, Kraftwagenteilen und -zubehör;107,2;.;107,4;.;106,6;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT12;Dezember;WZ08K9;WZ2008: Kfz-Handel;WZ08-45;Kfz-Handel, Instandhaltung und Reparatur von Kfz;105,7;.;106,1;.;104,6;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT12;Dezember;WZ08K9;WZ2008: Kfz-Handel;WZ08-451;Handel mit Kraftwagen;107,2;.;107,5;.;106,0;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT12;Dezember;WZ08K9;WZ2008: Kfz-Handel;WZ08-452;Instandhaltung und Reparatur von Kraftwagen;103,3;.;103,6;.;102,6;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT12;Dezember;WZ08K9;WZ2008: Kfz-Handel;WZ08-453;Handel m. Kraftwagenteilen und -zubehör;106,4;.;106,3;.;106,7;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT12;Dezember;WZ08K9;WZ2008: Kfz-Handel;WZ08-454;H. m.Krädern, Teilen u. Zubeh., Instandh. u. Rep.;104,7;.;105,7;.;102,9;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT12;Dezember;WZ08K9;WZ2008: Kfz-Handel;WZ08-451-01;Handel mit Kraftwagen (ohne Reparatur von Kfz und ohne Tankstellen);106,9;.;107,2;.;106,1;.
45214;Monatsstatistik im Kfz-Handel, Instandhaltung und Reparatur;JAHR;Jahr;2017;DLAND;Land;05;Nordrhein-Westfalen;MONAT;Monate;MONAT12;Dezember;WZ08K9;WZ2008: Kfz-Handel;WZ08-4511-01;Einzelhandel mit Kraftwagen unter 3,5t, Kraftwagenteilen und -zubehör;106,9;.;107,0;.;106,3;.
