Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;GEWA__Ausfuhr:_Gewicht__t;WERTA__Ausfuhr:_Wert__Tsd._EUR;WERTAS__Ausfuhr:_Wert_(US-Dollar)__Tsd._US_$;GEWE__Einfuhr:_Gewicht__t;WERTE__Einfuhr:_Wert__Tsd._EUR;WERTES__Einfuhr:_Wert_(US-Dollar)__Tsd._US_$
51000;Auﬂenhandel;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;30899693,0;81350340;103884386;49372376,0;68383722;87326005
51000;Auﬂenhandel;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;28832692,5;74393504;95922958;49343524,3;64937957;83730985
51000;Auﬂenhandel;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;31907642,5;85971774;112339316;45556613,4;69498912;90814237
51000;Auﬂenhandel;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;32811337,6;86001449;119524820;51144382,6;71483664;99348005
51000;Auﬂenhandel;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;31929376,7;87624475;119703774;49915427,5;73740280;100736578
51000;Auﬂenhandel;JAHR;Jahr;2010;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;27861948,4;81009071;107094012;49726971,3;68428684;90462737
51000;Auﬂenhandel;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;29398678,6;79314862;105964603;50467462,9;69388862;92703481
51000;Auﬂenhandel;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;30805112,0;84536900;115384393;51499876,6;72446865;98882710
51000;Auﬂenhandel;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;M‰rz;35230334,4;98671295;138130017;52961969,8;79785477;111691720
51000;Auﬂenhandel;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;31360047,3;84509940;122049258;53242578,6;73674669;106400959
51000;Auﬂenhandel;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;32617957,1;92352026;132515883;51501038,3;77518623;111231449
51000;Auﬂenhandel;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;32602297,1;88084241;126735600;50174229,6;75190853;108184600
51000;Auﬂenhandel;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;30470392,7;85571816;122059627;52155349,0;75016891;107004086
51000;Auﬂenhandel;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;30385894,6;85255523;122281972;48577921,1;73515609;105443421
51000;Auﬂenhandel;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;33504647,2;94964037;130765511;51295565,9;77650175;106924317
51000;Auﬂenhandel;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;31783777,8;89054958;122058701;50038155,3;78054831;106981930
51000;Auﬂenhandel;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;31201697,4;94104402;127567893;52257203,8;77994747;105729646
51000;Auﬂenhandel;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;29088039,9;84805289;111764877;48833120,2;72285230;95264697
51000;Auﬂenhandel;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;28898399,1;85923959;110884863;47468136,7;72084817;93025441
51000;Auﬂenhandel;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;29678956,6;91008782;120350028;49055583,4;75220856;99472082
51000;Auﬂenhandel;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;M‰rz;33068840,9;98470850;129991351;52748312,8;80878318;106767471
51000;Auﬂenhandel;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;30140556,9;87009306;114521647;46358683,1;72366136;95248309
51000;Auﬂenhandel;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;31960072,3;92445356;118228381;50400193,9;76457720;97781784
51000;Auﬂenhandel;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;31520353,2;94038175;117792294;47131212,0;75824680;94978044
51000;Auﬂenhandel;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;31087437,3;93098376;114399253;50509815,3;75634142;92939216
51000;Auﬂenhandel;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;29945740,4;89896091;111471116;46184192,9;72900837;90397016
51000;Auﬂenhandel;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;30750879,5;91091169;117106848;45731458,4;74049880;95198544
51000;Auﬂenhandel;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;34439158,5;98083005;127252866;54164027,1;81800413;106127835
51000;Auﬂenhandel;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;30781035,6;93345263;119743315;46258439,7;76195403;97743471
51000;Auﬂenhandel;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;25506250,9;78217030;102612905;48789074,7;65991776;86574598
51000;Auﬂenhandel;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;29984758,4;88120018;117093906;49291476,5;74466726;98951402
51000;Auﬂenhandel;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;28463976,1;87862584;117375562;47113626,4;71321877;95278849
51000;Auﬂenhandel;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;M‰rz;31917859,1;93886311;121714188;50995021,8;75089341;97345803
51000;Auﬂenhandel;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;30958207,5;93523668;121823935;48767682,7;75419254;98241130
51000;Auﬂenhandel;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;31824792,3;87779937;113955895;50206699,9;73957377;96011448
51000;Auﬂenhandel;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;31215188,4;91887524;121190475;52081412,5;74845710;98714022
51000;Auﬂenhandel;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;31744508,5;92625103;121153627;50799660,9;76232076;99711555
51000;Auﬂenhandel;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;29997833,3;84436677;112385283;49991637,4;71166635;94722822
51000;Auﬂenhandel;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;31396610,2;94020978;125499118;49779966,8;73739243;98427092
51000;Auﬂenhandel;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;34244579,3;98526377;134340730;52974416,9;80571942;109859846
51000;Auﬂenhandel;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;30774527,2;93977983;126804444;52133736,3;76014373;102566167
51000;Auﬂenhandel;JAHR;Jahr;2013;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;27561333,3;81378041;111520434;50070306,2;67568281;92595553
51000;Auﬂenhandel;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;30794156,5;89688711;122066310;51865205,4;74999153;102073828
51000;Auﬂenhandel;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;30855330,5;91298859;124705076;52021976,3;75297840;102849304
51000;Auﬂenhandel;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;M‰rz;32255413,5;94840637;131098181;51197830,5;78293726;108225399
51000;Auﬂenhandel;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;32220028,0;92852347;128256934;51050761,6;75513047;104306164
51000;Auﬂenhandel;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;31912766,3;91064428;125049624;50093079,1;73626155;101103417
51000;Auﬂenhandel;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;31329118,2;92640326;125916722;50284320,4;76573342;104078482
51000;Auﬂenhandel;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;33004779,5;99974346;135355234;50535880,6;76914696;104134793
51000;Auﬂenhandel;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;29751676,5;83109389;110668521;50060100,4;69570360;92639913
51000;Auﬂenhandel;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;33943608,6;101451369;130882403;52145990,6;79861568;103029402
51000;Auﬂenhandel;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;34220784,4;102862979;130358244;55215877,0;81366904;103116271
51000;Auﬂenhandel;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;31322397,5;94902696;118362538;53363925,3;77514267;96675761
51000;Auﬂenhandel;JAHR;Jahr;2014;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;29130320,1;89059837;109819646;52812668,2;70613709;87073749
51000;Auﬂenhandel;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;30282349,9;89700681;104241139;51639748,0;73999048;85994285
51000;Auﬂenhandel;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;31715870,3;95368311;108243062;50616602,9;76172448;86455734
51000;Auﬂenhandel;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;M‰rz;36384390,9;107648556;116669521;55798358,9;84560711;91646903
51000;Auﬂenhandel;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;34454500,5;100133138;107933490;53416825,9;78805435;84944372
51000;Auﬂenhandel;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;33645486,8;95390236;106360127;52624446,9;76300286;85074820
51000;Auﬂenhandel;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;35335213,8;105269356;118038497;52583882,2;81699217;91609322
51000;Auﬂenhandel;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;35565704,1;106731870;117362309;54913980,9;82289422;90485430
51000;Auﬂenhandel;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;29981717,4;87734400;97727340;50986353,7;72712318;80994246
51000;Auﬂenhandel;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;34463895,4;105445722;118320618;56757212,8;83177322;93333264
51000;Auﬂenhandel;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;34453085,5;105827743;118897432;54478476,6;84092717;94478155
51000;Auﬂenhandel;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;32456079,5;102684042;110241575;55508762,5;82179261;88227651
51000;Auﬂenhandel;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;29386935,6;91621033;99656188;52235584,2;73256690;79681298
51000;Auﬂenhandel;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;29870345,5;88743676;96375621;53126547,5;75265660;81738502
51000;Auﬂenhandel;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;33001595,4;98567591;109341019;54545061,8;79448149;88131827
51000;Auﬂenhandel;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;M‰rz;34705758,9;106462627;118173480;56328961,4;81006995;89917753
51000;Auﬂenhandel;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;35261125,5;103942314;117860177;53822190,1;78756672;89302185
51000;Auﬂenhandel;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;33174661,8;96762177;109447697;52821074,7;76271586;86270789
51000;Auﬂenhandel;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;34748385,3;106137524;119181804;52522289,9;82052319;92136539
51000;Auﬂenhandel;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;33963522,9;95831617;106076003;52125066,8;76965178;85192750
51000;Auﬂenhandel;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;32024931,0;95979799;107612539;56104734,1;76634380;85922461
51000;Auﬂenhandel;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;34865604,9;105603704;118402861;53070623,4;81854374;91775119
51000;Auﬂenhandel;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;32970930,9;101050833;111418639;55523732,4;82227189;90663695
51000;Auﬂenhandel;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;33617144,7;107635608;116235691;56190183,5;85658251;92502341
51000;Auﬂenhandel;JAHR;Jahr;2016;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;31209464,1;97115677;102389039;52730148,2;78776636;83054197
51000;Auﬂenhandel;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;32360549,5;98768003;104832334;51380155,0;83686734;88825085
51000;Auﬂenhandel;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;32856636,4;102398420;108982633;53112630,2;82149145;87431330
51000;Auﬂenhandel;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;M‰rz;37254709,1;118140357;126232951;56709327,6;92820032;99178193
51000;Auﬂenhandel;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;34139300,2;100786388;108073240;52017899,1;82784362;88769666
51000;Auﬂenhandel;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;35128529,3;110452914;122138824;53922754,0;88429651;97785503
51000;Auﬂenhandel;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;34314614,8;107190605;120364306;51642138,5;84833179;95259163
51000;Auﬂenhandel;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;33702761,0;103128382;118711078;52623084,5;84096950;96803995
51000;Auﬂenhandel;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;32530905,3;102957663;121562114;52478361,3;82695834;97638972
51000;Auﬂenhandel;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;34798504,7;110345374;131476501;55936689,2;86104453;102593450
51000;Auﬂenhandel;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;35830171,1;107977832;126938739;53953238,0;88867041;104472091
51000;Auﬂenhandel;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;35491760,0;116277677;136486741;56229303,8;92435711;108501038
51000;Auﬂenhandel;JAHR;Jahr;2017;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;33046424,4;100534631;118992787;52865242,0;82109641;97184968
51000;Auﬂenhandel;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;35928638,6;107092452;130652745;54295853,5;89542683;109242047
51000;Auﬂenhandel;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;33951850,0;104721045;129309536;54553082,9;86106277;106324022
51000;Auﬂenhandel;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;M‰rz;35979340,4;116088455;143206711;56098396,0;91063201;112335557
51000;Auﬂenhandel;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;35780064,7;110343444;135457607;52930989,5;89867405;110321221
51000;Auﬂenhandel;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;36519265,1;109064134;128826558;52712276,9;89042133;105176566
51000;Auﬂenhandel;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;35418869,6;115319538;134670179;51917453,8;93371617;109039386
51000;Auﬂenhandel;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;35241015,2;110958652;129666289;54086412,0;94602168;110552098
51000;Auﬂenhandel;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;33123284,1;105383114;121706946;52516262,5;87746975;101338971
51000;Auﬂenhandel;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;33141505,7;109142941;127249710;52591657,6;90970794;106062818
51000;Auﬂenhandel;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;36094171,8;117258865;134660062;55585659,6;98544666;113168681
51000;Auﬂenhandel;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;34916239,1;116261251;132154165;54657387,4;96111092;109249477
51000;Auﬂenhandel;JAHR;Jahr;2018;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;29215343,1;95806273;109065858;51885814,1;81751397;93065785
51000;Auﬂenhandel;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;34315195,6;108899538;124319710;55903093,9;94205759;107545290
51000;Auﬂenhandel;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;34663885,0;108836771;123540619;56864811,5;91087217;103393096
51000;Auﬂenhandel;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;M‰rz;39170837,8;118219120;133611252;57863729,9;95842199;108320850
51000;Auﬂenhandel;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;35664280,5;109975423;123590353;53067163,7;92139272;103546092
51000;Auﬂenhandel;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;37697758,8;114248805;127787275;55808238,4;93499241;104578889
51000;Auﬂenhandel;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;35493894,8;106163613;119890563;53991670,1;89531263;101107649
51000;Auﬂenhandel;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;37243230,5;114974339;128978200;55682255,8;93659993;105067768
51000;Auﬂenhandel;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;35688188,0;101617007;113059070;54048222,1;85115801;94699829
51000;Auﬂenhandel;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;37137523,7;114148223;125608722;54369659,0;92972203;102306621
51000;Auﬂenhandel;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;37095968,4;119762654;132373643;54655402,9;98441989;108807918
51000;Auﬂenhandel;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;34919155,2;113243512;125145407;53924255,3;94713182;104667535
51000;Auﬂenhandel;JAHR;Jahr;2019;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;29727664,3;98062559;108976897;51305866,9;82932951;92163370
51000;Auﬂenhandel;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT01;Januar;34329976,6;106630873;118360234;52985842,8;92918459;103139473
51000;Auﬂenhandel;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT02;Februar;35979218,1;109162688;119041907;54592228,2;88881064;96924795
51000;Auﬂenhandel;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT03;M‰rz;37294192,0;108931463;120510877;55660887,6;91707648;101456166
51000;Auﬂenhandel;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT04;April;29458650,4;75728509;82256290;47060505,6;72280743;78511329
51000;Auﬂenhandel;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT05;Mai;29302232,5;80213997;87449297;48819571,7;73260711;79868822
51000;Auﬂenhandel;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT06;Juni;32354860,7;96029191;108080882;47013193,8;80635774;90755578
51000;Auﬂenhandel;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT07;Juli;32894115,7;102327210;117297671;47747880,1;83112894;95272300
51000;Auﬂenhandel;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT08;August;32539435,0;91233161;107910570;47985337,4;79304859;93801778
51000;Auﬂenhandel;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT09;September;35796772,9;109834056;129516318;51807016,5;89248650;105242006
51000;Auﬂenhandel;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT10;Oktober;35688511,4;112096244;131993312;55858502,9;92731491;109191325
51000;Auﬂenhandel;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT11;November;...;...;...;...;...;...
51000;Auﬂenhandel;JAHR;Jahr;2020;DINSG;Deutschland insgesamt;DG;Deutschland;MONAT;Monate;MONAT12;Dezember;...;...;...;...;...;...
